false,false,false,false,2b85a79d043b4b11b787fe941015c92a,false,false,,
false,false,false,false,08abdb7b06b64f4a82744977d04319e0,false,false,,
false,false,false,false,f2e5781e823a43ddb4ff1de6ba969353,false,false,,
false,false,false,false,6eb050371a564456b23ca32289c6f058,false,false,,
false,false,false,false,0d984cecc0c848e2865631e3a1e1c6f9,false,false,,
false,false,false,false,f8839567106d47a09286d3637cbfd7bf,false,false,,
false,false,false,false,0e4fe538069543b9a31d127495b83631,false,false,,
false,false,false,false,3d721207db734ff78d3ac535f868145d,false,false,,
false,false,false,false,8f5778d0447240f5b86eb232c29f493c,false,false,,
false,false,false,false,4152a31b58a44297ba2dc46c63dc6ab1,false,false,,
false,false,false,false,ef73d061f300494db1ef51b0597ae18d,false,false,,
false,false,false,false,a533935d0aa34737868f4b1a0b5bcabe,false,false,,
false,false,false,false,010446425f734ce39d3e5005d4cd29fd,false,false,,
false,false,false,false,517f42f519b14a64b5bfb617438a165a,false,false,,
false,false,false,false,e756b9f9895e43b8a93b71deefb61689,false,false,,
false,false,false,false,0788d29f2e7343d9b0269bb90803d9e7,false,false,,
false,false,false,false,5593f3e8dbec4d6a9edc48ae63d4b45d,false,false,,
false,false,false,false,f0febd29ce1641a999b6c65ee6cb3546,false,false,,
false,false,false,false,4cdd39e2da9d40528b671cdd60b01bdb,false,false,,
false,false,false,false,03754648c9724c64bb7f975054f6a42d,false,false,,
false,false,false,false,9e200ea2c7184c70bb037e73f23da44e,false,false,,
false,false,false,false,51e8013b00ca4cdba63d10a1180a21e1,false,false,,
false,false,false,false,63b50a9508114a16b2ff6e71970984f4,false,false,,
false,false,false,false,4501aaad333c4d139c493443d2c98809,false,false,,
false,false,false,false,e4bcb38bb0144e5389a590ddada99fe8,false,false,,
false,false,false,false,d9fae39d3bba49518ef8494d1aa54dce,false,false,,
false,false,false,false,87a1a33f56bc4081ac35b609c32b4d65,false,false,,
false,false,false,false,c56f5adca1944df69edc58e80b9948f9,false,false,,
false,false,false,false,3d217dcadad247999303d50aa6ea6f2e,false,false,,
false,false,false,false,87b7d439501840af94eff578cf947355,false,false,,
false,false,false,false,2ebef28bd4d94a1e9ad40a57dd446f2d,false,false,,
false,false,false,false,29e1208618dd497e9395875769ea209d,false,false,,
false,false,false,false,23d7cc25694747bca6c731969cc2819d,false,false,,
false,false,false,false,cb4d3a0805bd4406a8ada4c41fc580ea,false,false,,
false,false,false,false,cc1b33ce67b34b8d805bd2787b66618f,false,false,,
false,false,false,false,6186831fc7c14dc0881f795984e522c1,false,false,,
false,false,false,false,5380dd8390e2475695a2e70fd33dc99a,false,false,,
false,false,false,false,78e0e1f7677749849cf9e969ed6bb5c7,false,false,,
false,false,false,false,c0713549b04449049df054f2844debef,false,false,,
false,false,false,false,815db13a3c6d491d8e94069b0ffcf80c,false,false,,
false,false,false,false,b3d8da58d1be45da887b296dc9d04896,false,false,,
false,false,false,false,d5e978d6f80d4d2eab5ca0aa732a5be7,false,false,,
false,false,false,false,ebdaedd7451a422aa76a769807e421ea,false,false,,
false,false,false,false,627e455e9aab4704a517a990e5d3d167,false,false,,
false,false,false,false,deb6632b90bc450fab7f4f97a58dcf20,false,false,,
false,false,false,false,714fdd803ec443d7a6dacda18f27ee7e,false,false,,
false,false,false,false,cfd78f62a1644fe58b02d46941434869,false,false,,
false,false,false,false,dc0c01662d0a4f67aee6c09397900c5d,false,false,,
false,false,false,false,57277d0734bb41ffa57d1fc682482f77,false,false,,
false,false,false,false,fbdb0ac83b734284ba55b76295b3a1dc,false,false,,
false,false,false,false,27bfee038887452b9295325801c88652,false,false,,
false,false,false,false,e8444d1ba610439cb453e1c3739ab847,false,false,,
false,false,false,false,1778fe583a7c4a7d85058a5d8041cd92,false,false,,
false,false,false,false,1f8aeec90c7245dfb80d80ef6f7f4f0a,false,false,,
false,false,false,false,912452b7a42349c69bd9c2ba29e7d589,false,false,,
false,false,false,false,deb32f78d19c429c871401ca0129ea62,false,false,,
false,false,false,false,335dc6e4ec744c9ab17b63f555f12fc1,false,false,,
false,false,false,false,6d9ded83fe8b47d98de7831525128a56,false,false,,
false,false,false,false,025432f7ca554bf89b8a8fe7771c2dac,false,false,,
false,false,false,false,7a258d9152e74acaa9adf72d9286cc0b,false,false,,
false,false,false,false,3746cb80481147a4aea6640ca485d124,false,false,,
false,false,false,false,e823b0e4ed2b42ddbc3c8aa942789b3f,false,false,,
false,false,false,false,d2837eabab9544deb56e5deda526e704,false,false,,
false,false,false,false,3482340f19f44f38b5fa88c8b0d1217b,false,false,,
false,false,false,false,1896c271db244f49b0db3ac09588213c,false,false,,
false,false,false,false,53121bf3668b4234a0c8667d1976f6d2,false,false,,
false,false,false,false,e6687d769734498091eff1d5837e243b,false,false,,
false,false,false,false,5140df3f724645a6a73bf50317df2229,false,false,,
false,false,false,false,31f02c3111d2452984b2778320eab0f1,false,false,,
false,false,false,false,c119132781bf4241a10b10844fa7954e,false,false,,
false,false,false,false,63c4ad4960834a50ab32af05c5a71703,false,false,,
false,false,false,false,ab369c02133f4f7e94b0e2b4ec7a077d,false,false,,
false,false,false,false,b56ef34ea5294da48599b835ca0513fb,false,false,,
false,false,false,false,dd07c8db9d1c4f089ff36ee266468a29,false,false,,
false,false,false,false,5074d3768de34dfe8fa4ae0fec316dbf,false,false,,
false,false,false,false,4aa003be657e45cfba15834dd3975cfe,false,false,,
false,false,false,false,5631f802fa4b488785ee983c12a0aa17,false,false,,
false,false,false,false,d2cd2e7f575e4667a00a64b68ef25466,false,false,,
false,false,false,false,23dbaad4691340d79a736ce78fc1549c,false,false,,
false,false,false,false,aeb009814c1e46dba720ebb7c7b5d809,false,false,,
false,false,false,false,abed5c448eb34e62b30c7195f05a5c3d,false,false,,
false,false,false,false,59f68c9aff4c4fd5b6eae7a30af080bf,false,false,,
false,false,false,false,83ad79ba5b254956946eafe64ac64590,false,false,,
false,false,false,false,1006b3786d9348c0b6e715878ec16b0a,false,false,,
false,false,false,false,b7f8b3f91e2f4646840a9cadc80e5b43,false,false,,
false,false,false,false,99f7ea56c4c54ba0b91afcabb9083b0c,false,false,,
false,false,false,false,51055017c92c445aa9e73c5f34f6d4ff,false,false,,
false,false,false,false,48b13b0266474c35afdaa062885a9ae3,false,false,,
false,false,false,false,9ee74cf7b91042f2b400250cb5712c84,false,false,,
false,false,false,false,ca9eb0e7d3ca4bbea6577b0b038bcdbf,false,false,,
false,false,false,false,aef4a34c4e0b4f95b350f0b458e82307,false,false,,
false,false,false,false,72d4a713cfd54673aed42b55d6cc0ddf,false,false,,
false,false,false,false,84d245cc1fcd4c719dadfb0ec2b48062,false,false,,
false,false,false,false,67a0c97b5737429abc4c2d6f4b467d37,false,false,,
false,false,false,false,ead49feecdf14360901100270dda6437,false,false,,
false,false,false,false,ed2ce191e545418c99a5f5debd29dfc0,false,false,,
false,false,false,false,694494a4590b4ae8a82e3adcfabee571,false,false,,
false,false,false,false,14970502dd2749e9ba1df8978e935f0d,false,false,,
false,false,false,false,e6fee5ba6b9d4b1e856f0497638be82a,false,false,,
false,false,false,false,0c8d41f1e6c74f6ebe026608f1836986,false,false,,
false,false,false,false,167994ec563c49f38b9fd017cb29e317,false,false,,
false,false,false,false,9b9e7243d7e047bfbc2c8b40ccca98bc,false,false,,
false,false,false,false,e75a6624856345b0b9d023dd0932b160,false,false,,
false,false,false,false,39f984d7b50e43d5aaa3268f4af2a7a3,false,false,,
false,false,false,false,d1d015b495604531bcf97dac71d811b2,false,false,,
false,false,false,false,fca2d56ca2344459a0fd8e1ce6f89f60,false,false,,
false,false,false,false,d293e15ff8d24c53907a4e9411714058,false,false,,
false,false,false,false,59aefefaf9c845cd82fc1eaa030e6bc9,false,false,,
false,false,false,false,a2e0435f6598491494732eb2079e2cc2,false,false,,
false,false,false,false,172dfc7741e54aa2b58f992476415d56,false,false,,
false,false,false,false,93372a4b0ecd4a91bddeba3151b55f88,false,false,,
false,false,false,false,23378ed96a194582a1c67a3f65676162,false,false,,
false,false,false,false,3596f1c01dc34443abfac9d82e1d3887,false,false,,
false,false,false,false,870dd15c69f040c8a26521cf2e42b06c,false,false,,
false,false,false,false,dcc54151803e4a23a0cbc90882c82468,false,false,,
false,false,false,false,88f6950bb3a448a1bb9d4c2271af3764,false,false,,
false,false,false,false,cbe54517d47740e0a030ae87b796caae,false,false,,
false,false,false,false,72bbba0df8e64d62972ebd44d7c814bf,false,false,,
false,false,false,false,771e16614efd4907a78766e26ac7f9b4,false,false,,
false,false,false,false,e15c7f1f3d364b2a94af84cf93012785,false,false,,
false,false,false,false,af96771a064d40e786ff5db479d55b23,false,false,,
false,false,false,false,5c78f00b080e49c9b1553f4093355cd8,false,false,,
false,false,false,false,45ddc1d15cc04731923de9a8cbe98e35,false,false,,
false,false,false,false,c0bda796a64542ceb7632d5793d58dc9,false,false,,
false,false,false,false,6819960ded8d457f931cc7b7dcd5ba0c,false,false,,
false,false,false,false,63be0dea187441d39af6acb5671022e2,false,false,,
false,false,false,false,cb481eae8eda4aec9d11976d060b7bcf,false,false,,
false,false,false,false,a282f04a30a942508b261acf7a87b08b,false,false,,
false,false,false,false,39f13600e3934969b69c11c9dfc705b4,false,false,,
false,false,false,false,e356eeed0d1e493e81152aace5fea5f7,false,false,,
false,false,false,false,14b449d8f6824aed8ff54739554bcc1c,false,false,,
false,false,false,false,67a9b4d234c14c53891a48e1bf4dcf77,false,false,,
false,false,false,false,ae7eb46fe98a4d8a91c07b1a0b3e4d3a,false,false,,
false,false,false,false,ef96354fae144f4096a637e558d13561,false,false,,
false,false,false,false,39ba7709394c4a08ad4136523c5b6fc3,false,false,,
false,false,false,false,375d7635b826407b8c4f32a7f902fe83,false,false,,
false,false,false,false,1e4326de742f49e2aa7c675a799ced3e,false,false,,
false,false,false,false,16ba5c3b6b564c7d88aea09f9e373e99,false,false,,
false,false,false,false,9c791342ada949b8a61714feb51386b2,false,false,,
false,false,false,false,6b2f80bd82604137b088dee385a4d6d4,false,false,,
false,false,false,false,ea74289597db490ebe1c8d427911078b,false,false,,
false,false,false,false,1a9dd7e4659344edae60e906a958da81,false,false,,
false,false,false,false,cb8663136c33428d8e66345fd43588c6,false,false,,
false,false,false,false,7d92a1d31550411ea0c25d3ff4dc68aa,false,false,,
false,false,false,false,14167af25c704555adc458f0710a0c36,false,false,,
false,false,false,false,39c116673b4b4c94b38fa30d6d448a35,false,false,,
false,false,false,false,f63fd65624e84bcba76fcfbbd20ad74f,false,false,,
false,false,false,false,f6ef7a859489435d8b069742ffc86624,false,false,,
false,false,false,false,3cc5731a2d5a4bdf8d99337a1db9c946,false,false,,
false,false,false,false,7b1bba72d12846dea48323d202ec0daa,false,false,,
false,false,false,false,89f548e784274e62a405213637c2b2a8,false,false,,
false,false,false,false,07a129b7bad94a809f0c4fbd00325a5c,false,false,,
false,false,false,false,6158c2a6c0f24414a8c6a4d767db4f16,false,false,,
false,false,false,false,a3969d8c153b40da8abee6d3af019f64,false,false,,
false,false,false,false,bc438a09d37a4fc8a93dbeee795f1fc6,false,false,,
false,false,false,false,96117d0ac78446bfb0f5182a3fa93c93,false,false,,
false,false,false,false,d883d3905dc848c2a264471415f1e71f,false,false,,
false,false,false,false,de1ccb8ff0864a70ba2484723e589028,false,false,,
false,false,false,false,f6dab607f05742ce8c9b1557760ed076,false,false,,
false,false,false,false,ed0c30c0370e418cb5993e24c6817268,false,false,,
false,false,false,false,f1b5ee44b58449d8ac7aa4230c9c87ea,false,false,,
false,false,false,false,9d01d5ae83514870a116ccdabe1e3364,false,false,,
false,false,false,false,8a141486569946ed91a34ffef6fd30c8,false,false,,
false,false,false,false,436db6f10de641c9929fc1b62ce7d23b,false,false,,
false,false,false,false,c49c4f6ec47945e7b4cf803dd96254c8,false,false,,
false,false,false,false,e0079258f2694cd6bbcc7ca516c9cc2b,false,false,,
false,false,false,false,6e127d5a5299405794e8d73d8bd89c56,false,false,,
false,false,false,false,57e06aa137ba44b1b97d8bceab3f406c,false,false,,
false,false,false,false,c747e2a4712a4678a6b3a44ecdf567dd,false,false,,
false,false,false,false,5dc0823591f247968739d46e990a4259,false,false,,
